orb0,orb1,orb2,orb3,orb4,orb5,orb6,orb7,orb8,orb9,orb10,orb11,orb12,orb13,orb14,orb15,orb16,orb17,orb18,orb19,orb20,orb21,orb22,orb23,orb24,orb25,orb26,orb27,orb28,orb29,prev,curr,score
1,1,4,1,1,4,1,1,4,4,1,4,4,1,1,4,1,4,1,4,1,1,4,1,1,4,1,1,4,4,4,10,8250
1,4,1,4,3,1,3,4,1,1,1,1,3,4,1,3,3,4,3,1,1,4,1,1,3,1,3,3,4,3,9,8,8200
5,1,1,5,5,1,5,5,1,1,5,1,1,1,5,5,5,1,1,1,1,1,5,1,1,5,1,1,5,1,10,11,7200
2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,1,0,7250
3,5,5,4,1,6,5,3,4,3,1,1,5,1,2,3,2,4,3,4,4,5,5,2,2,6,1,6,4,6,18,24,4100
4,2,3,4,5,3,2,2,6,1,1,3,5,2,6,5,5,2,6,1,2,2,2,6,1,3,3,6,3,2,27,26,5150
6,1,2,6,3,4,2,5,6,3,6,3,6,6,2,4,5,5,2,3,4,6,2,2,4,1,5,3,4,5,26,27,6150
6,6,2,1,3,3,1,2,6,5,6,3,4,1,6,3,3,6,2,6,6,1,3,2,1,5,1,6,2,6,8,2,5150
2,2,6,4,2,3,6,1,4,1,5,1,5,4,4,1,1,5,5,2,4,5,5,3,2,5,5,4,2,4,18,24,6100
1,6,1,6,6,6,6,6,1,1,1,6,6,6,6,1,1,6,6,1,6,1,1,1,6,1,1,1,1,1,29,23,7200
3,6,1,6,3,6,1,1,6,6,6,1,6,2,2,3,1,3,3,6,6,6,2,6,2,6,1,3,3,3,19,25,5150
6,1,6,4,2,2,1,4,1,5,1,2,5,4,6,4,4,3,3,3,2,6,2,1,6,5,1,3,3,4,13,14,4100
1,2,5,2,2,1,1,5,5,5,5,2,2,2,1,1,1,5,2,1,2,5,5,2,1,2,2,2,5,5,4,10,8250
1,1,4,3,4,3,2,2,4,6,1,3,1,2,3,4,6,2,3,1,2,6,2,6,2,2,3,2,1,1,17,16,5150
3,2,4,1,6,4,3,5,5,1,6,3,5,1,6,5,1,2,1,3,2,1,3,6,6,3,4,5,5,5,-1,8,4200
5,6,1,2,4,1,3,1,2,3,6,1,6,2,6,6,2,3,1,6,2,1,4,5,2,3,3,5,2,5,27,21,6150
2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,27,28,7150
2,4,2,1,2,1,4,1,4,1,2,4,4,1,2,4,4,4,1,1,2,1,4,2,1,2,2,1,4,1,4,5,7150
1,4,4,1,1,4,1,1,1,1,5,1,1,4,1,5,4,1,1,5,5,5,4,5,1,1,4,5,4,5,8,9,7200
1,1,2,1,3,1,5,1,3,6,2,4,2,4,2,6,3,3,3,6,5,4,3,5,1,4,6,1,2,4,7,13,4150
1,5,5,1,1,5,5,1,5,5,1,5,3,5,3,3,3,5,5,5,1,1,3,5,3,1,5,5,3,3,28,29,7250
3,5,3,1,6,3,4,6,2,2,3,1,4,3,5,2,6,2,4,4,5,2,4,6,5,3,1,3,2,2,0,1,4200
5,6,3,2,4,5,5,1,3,3,3,3,6,4,1,6,3,1,6,2,1,5,5,2,1,2,4,2,4,3,17,16,3150
3,3,3,5,3,3,5,5,5,5,3,5,3,3,5,3,5,3,5,5,5,3,3,3,3,3,3,3,3,5,15,9,8100
4,2,3,2,1,2,2,1,4,4,1,5,6,1,1,1,4,5,6,5,4,3,3,2,1,4,4,2,1,4,21,15,5150
5,2,5,4,2,6,4,1,4,1,6,5,6,1,4,2,1,4,1,1,3,5,3,1,3,3,1,4,2,5,13,14,5200
1,3,3,5,6,6,1,5,1,5,2,4,5,6,5,2,1,2,4,4,4,1,3,4,2,5,3,3,3,6,-1,21,6100
2,3,1,3,2,6,2,5,6,1,1,4,6,4,1,6,2,3,2,4,6,3,1,4,2,5,3,1,4,1,13,7,4100
2,2,2,6,1,1,5,5,1,5,5,5,3,6,3,2,6,1,2,1,3,3,2,1,6,3,5,1,2,6,14,8,6200
2,3,2,2,3,3,2,3,3,2,3,3,3,2,2,3,2,2,3,3,2,2,2,2,3,2,2,2,3,2,5,4,8200
4,5,5,6,2,6,6,5,6,1,6,4,6,6,2,2,5,2,5,5,2,2,5,5,4,5,2,6,1,4,21,20,6100
3,6,4,5,6,4,3,4,5,3,1,1,1,2,3,5,4,3,2,2,4,5,4,4,6,6,1,5,6,3,19,25,4100
1,4,4,3,4,3,6,2,5,2,6,3,2,3,3,6,4,2,3,5,6,4,1,5,6,2,1,3,1,4,21,15,4100
1,4,3,4,3,3,3,4,4,3,1,3,4,1,4,3,4,3,4,1,1,3,3,1,1,1,1,1,1,4,10,16,7300
6,5,5,6,2,5,6,1,6,4,4,4,4,1,1,6,6,6,5,4,5,1,6,1,6,6,3,2,2,1,23,22,6100
6,1,1,1,1,3,3,1,6,6,1,4,4,6,3,1,4,3,4,6,1,1,3,3,4,3,1,6,6,4,22,28,7150
5,3,4,3,1,5,3,3,5,5,5,2,5,3,4,6,1,6,1,1,1,4,3,4,1,1,6,1,1,3,22,28,5100
6,1,1,5,4,1,2,2,4,5,5,3,6,3,4,3,2,4,1,4,6,4,6,1,4,2,6,1,2,1,27,21,4150
2,2,2,4,2,2,4,2,2,4,4,2,4,4,4,4,2,4,2,4,4,2,2,4,4,2,4,4,4,2,17,16,7150
3,6,4,1,6,1,5,3,5,2,1,2,5,2,2,4,1,4,5,4,2,3,6,5,5,6,4,1,1,5,23,29,4150
1,6,4,3,5,5,3,3,4,4,4,1,3,3,3,3,6,2,5,6,6,1,4,5,5,6,6,6,1,4,20,14,5150
3,5,1,1,6,6,4,5,1,5,5,3,1,4,1,1,3,6,3,2,4,5,5,3,3,5,5,5,4,1,9,8,6100
5,1,1,5,4,5,5,5,4,6,3,4,1,5,6,5,6,5,3,3,6,1,6,1,3,6,4,6,4,4,29,28,6100
1,3,6,2,1,6,3,3,2,6,3,2,4,6,1,5,2,6,5,5,6,4,3,4,4,2,4,3,1,3,20,21,5150
6,2,5,5,1,1,4,2,4,1,3,5,2,4,4,1,1,1,5,6,6,1,4,6,1,5,4,1,6,5,26,25,4200
2,4,6,4,6,6,2,6,4,4,4,4,4,6,6,2,4,6,2,6,6,4,6,6,2,4,2,2,2,6,6,0,7250
2,6,5,1,3,1,6,6,1,3,2,2,5,4,1,4,1,3,4,5,3,3,1,5,5,5,2,6,3,6,28,29,4100
4,2,1,4,2,1,2,6,6,1,4,5,4,5,1,4,1,6,5,4,2,5,4,2,6,1,3,6,1,5,28,29,3150
1,5,1,1,6,3,5,3,2,3,2,4,3,3,1,2,6,2,6,1,3,3,6,5,2,1,3,4,2,5,11,10,5150
4,4,4,3,2,2,4,3,4,3,2,2,2,4,2,2,2,4,3,3,2,4,3,2,3,2,2,2,4,2,6,0,7150
2,2,4,4,2,2,2,4,1,6,2,4,6,1,6,2,6,6,4,6,2,4,2,6,1,6,2,2,6,4,13,14,7100
3,5,5,3,3,5,1,2,2,5,5,2,3,3,1,3,4,1,1,4,5,1,1,1,4,3,3,1,2,2,11,5,5150
2,1,5,2,5,1,4,2,5,4,1,5,2,5,6,5,4,3,6,2,3,3,3,6,1,6,4,1,6,3,21,20,4200
4,3,4,5,1,4,2,5,3,3,2,4,6,1,4,1,3,3,4,5,5,6,5,2,5,6,6,2,4,5,14,20,5200
6,6,1,6,5,1,5,6,2,5,6,2,5,6,2,2,5,5,5,5,2,6,6,1,6,6,1,2,6,5,11,17,6200
3,3,2,5,3,3,5,5,2,3,2,3,5,3,5,3,5,3,3,5,3,5,3,3,5,5,2,2,2,3,11,17,8250
5,5,1,2,6,1,6,6,5,3,5,1,6,2,3,2,1,2,1,3,2,1,6,6,1,5,1,1,6,2,15,9,5150
5,2,5,2,5,5,4,2,4,5,2,2,4,2,4,2,2,5,4,4,4,5,5,2,4,5,2,2,4,5,28,27,8200
2,2,3,4,2,4,1,1,4,3,3,3,4,2,4,5,1,5,2,2,5,2,2,4,3,2,2,4,5,4,1,7,6150
2,2,2,6,2,6,2,4,2,2,6,4,2,1,1,1,6,2,2,2,1,6,6,1,2,6,6,1,1,1,23,29,7150
2,5,1,5,1,6,3,2,1,6,6,1,2,3,3,1,6,3,2,1,6,1,5,6,1,2,1,5,2,5,0,6,5150
6,6,2,6,5,5,2,2,6,5,2,5,5,3,5,3,6,2,2,5,5,6,5,6,6,2,2,3,5,6,10,16,5100
4,4,6,4,4,4,6,6,6,6,6,6,4,6,6,4,6,6,4,4,6,6,6,4,6,4,4,6,4,6,10,11,6200
6,6,1,6,1,6,1,1,6,1,1,6,1,1,1,6,1,1,1,6,6,1,1,1,1,6,6,6,1,6,11,5,7200
3,2,6,3,2,6,2,2,2,2,3,6,6,6,6,3,2,6,3,3,3,6,2,2,6,3,2,2,2,6,2,1,8050
4,6,4,3,4,5,3,5,6,5,4,1,2,6,2,1,2,6,6,1,5,1,5,1,3,2,2,5,6,5,28,22,4200
3,1,2,3,3,3,6,2,4,6,2,5,1,5,3,2,3,3,2,3,2,1,5,5,4,6,1,4,1,5,29,23,5050
1,2,4,3,2,5,5,6,4,3,1,4,6,1,1,5,6,1,2,5,4,1,6,3,5,6,6,2,3,6,22,28,4150
6,3,5,1,1,2,4,3,3,5,4,4,4,1,1,1,1,3,4,2,4,5,2,4,3,3,2,2,1,2,-1,13,6100
5,4,6,4,6,6,5,1,5,3,2,6,2,5,5,3,5,5,2,1,3,4,3,3,1,3,2,5,6,3,11,17,5100
4,5,4,3,5,1,6,3,4,1,3,6,5,3,3,1,3,6,4,2,4,2,5,1,6,4,6,2,6,3,9,10,6150
6,3,3,6,5,3,3,5,5,5,6,3,1,3,5,3,6,1,6,6,5,6,1,6,5,3,1,3,3,6,7,8,6150
6,4,5,6,5,2,1,1,3,3,4,4,4,5,6,3,3,2,1,2,3,1,4,4,1,5,6,6,2,3,26,25,4150
3,5,1,5,6,4,1,3,3,5,1,4,3,2,1,4,5,5,5,5,2,3,6,4,2,3,5,1,3,1,24,18,6250
3,1,1,2,3,5,5,1,4,4,2,5,5,5,6,1,4,3,1,1,3,6,3,5,5,2,6,3,6,4,23,29,6150
1,4,4,6,2,2,6,2,6,4,6,2,2,2,4,1,1,2,2,1,2,2,2,2,6,2,6,2,6,2,17,11,6200
6,4,3,1,4,2,4,6,1,3,6,1,4,5,6,6,3,5,6,5,6,1,1,1,2,5,2,2,6,6,13,14,6250
3,3,3,3,5,5,6,4,3,6,5,3,4,4,3,3,5,3,4,6,5,3,4,3,5,6,4,4,5,3,-1,15,8150
6,5,2,2,5,6,2,6,3,2,4,3,2,2,4,5,6,1,1,6,3,4,6,6,2,1,5,1,3,4,23,29,3150
6,1,5,6,6,5,1,1,5,1,5,5,1,5,3,6,5,4,6,4,5,5,5,6,1,3,6,6,1,6,1,7,5200
5,5,5,6,5,1,5,6,6,2,1,1,5,6,1,2,6,2,5,6,5,5,6,2,5,2,6,5,1,2,4,5,6200
3,3,3,3,6,6,6,6,3,3,3,6,6,3,3,3,6,6,6,3,3,6,3,6,6,3,6,3,6,6,15,16,6150
1,6,4,6,4,5,2,1,6,4,4,3,1,1,4,4,4,1,3,1,3,6,4,6,2,4,4,1,1,5,9,10,5150
3,3,3,3,2,5,5,4,3,2,4,3,2,4,4,3,5,2,3,3,3,4,6,6,1,2,2,1,3,4,19,13,5100
3,3,4,3,3,2,4,4,4,3,2,4,2,4,4,2,4,3,3,4,2,3,2,3,2,3,2,3,3,4,2,1,6200
3,4,5,2,2,6,5,5,6,5,2,4,5,6,3,4,5,6,3,5,5,1,5,2,3,3,2,6,3,5,1,2,5050
5,2,2,1,2,3,2,3,5,3,6,1,1,1,5,2,3,1,2,6,2,6,2,5,4,4,1,1,4,6,18,24,3100
5,3,5,5,5,6,3,4,3,4,1,5,5,1,5,2,3,1,3,2,5,6,1,1,2,2,3,2,2,1,8,2,4150
2,5,3,6,2,5,2,4,4,6,6,1,4,5,6,1,2,5,4,3,4,1,4,1,6,5,5,3,2,1,19,25,4150
4,1,4,4,6,1,6,4,1,4,4,6,6,4,4,6,4,1,4,1,1,1,6,4,6,1,4,1,6,4,9,10,8300
3,5,5,2,4,1,3,1,1,4,2,5,1,6,1,3,6,3,2,6,6,6,5,6,6,1,6,1,1,4,27,21,4200
1,5,4,3,2,4,4,5,4,2,4,4,4,2,6,3,1,5,3,4,6,6,2,6,3,4,2,6,5,3,19,18,4150
5,2,3,5,3,2,2,3,4,1,6,5,3,5,2,2,4,2,4,3,6,1,6,1,3,3,1,3,5,3,18,24,3100
5,5,5,2,5,2,1,1,5,2,5,1,5,5,1,1,1,5,1,1,1,2,5,1,2,2,5,2,5,5,24,18,8200
3,3,2,5,2,1,3,5,2,1,3,1,3,5,3,3,5,3,4,4,2,5,1,3,3,3,3,5,5,2,-1,10,7150
5,6,1,3,4,2,2,3,3,3,1,5,1,1,5,2,3,4,5,5,4,6,3,2,4,6,4,6,3,5,22,16,6200
4,2,4,4,4,5,4,6,2,6,2,2,2,3,2,4,6,1,3,5,1,6,4,1,6,2,4,3,3,4,5,4,4100
5,1,1,5,5,4,3,3,1,4,1,1,5,1,3,3,4,1,3,3,5,1,3,4,5,4,1,5,1,5,21,27,7150
4,3,3,3,3,3,2,4,2,6,2,5,3,4,2,4,6,2,1,2,1,5,4,1,5,3,6,3,1,2,15,16,4150
6,1,3,4,2,3,5,3,4,3,2,4,1,1,1,6,2,2,1,5,3,5,3,4,1,5,2,6,1,5,23,22,5150
6,6,3,2,2,5,5,1,3,5,6,5,2,6,5,6,1,5,3,4,3,4,3,4,5,2,4,4,4,4,10,16,4150
1,5,5,5,5,3,3,5,5,1,3,3,5,1,5,3,5,3,5,1,3,1,5,1,3,5,1,1,1,1,7,8,8200
2,2,2,2,5,5,5,5,5,2,2,2,2,5,2,5,2,5,2,5,5,5,2,2,2,5,5,2,2,2,28,27,8250
1,5,1,1,5,5,2,5,2,1,2,4,4,5,1,5,5,5,4,1,4,5,1,1,1,1,2,2,4,1,6,0,6150
3,5,6,5,3,6,2,5,1,6,1,1,1,2,3,1,4,2,3,2,2,4,3,4,6,2,4,2,3,2,11,17,5050
4,1,5,3,6,5,2,2,5,1,5,5,6,4,1,4,3,1,2,2,5,2,3,1,4,5,5,5,5,2,22,16,6100
1,5,5,5,1,1,1,1,5,1,1,5,1,5,5,1,1,5,5,5,1,5,1,1,5,5,1,1,1,5,20,21,7200
4,3,4,5,5,5,4,4,4,3,4,2,2,2,2,3,4,3,5,2,4,5,5,5,3,5,5,2,2,2,28,29,7100
6,5,6,2,2,2,5,4,6,4,5,6,2,5,6,5,5,5,5,5,6,2,5,5,2,5,5,2,2,5,7,8,7150
1,4,1,4,3,4,2,1,2,4,3,6,6,5,4,2,6,2,4,4,5,6,2,4,4,4,6,2,3,4,26,25,4150
6,2,1,4,1,2,4,6,3,3,5,1,4,5,3,3,4,3,2,3,3,5,4,4,6,6,4,1,5,1,17,11,4200
3,5,3,1,4,5,1,4,5,5,4,3,1,1,2,2,2,2,5,5,4,4,3,2,6,5,1,4,4,6,4,5,5050
4,3,5,6,5,5,6,2,1,6,1,6,5,5,1,3,5,4,1,4,2,6,2,5,1,1,5,5,6,5,8,2,4200
2,5,2,5,5,5,2,5,2,2,2,2,5,2,2,2,2,2,5,2,2,5,5,2,5,2,5,5,5,2,13,19,7200
5,3,4,3,2,1,6,2,4,4,1,6,3,2,5,4,5,3,2,6,4,3,2,6,1,1,3,6,4,5,25,19,3150
4,3,1,2,1,1,1,5,4,5,5,1,6,1,5,3,5,1,1,2,1,3,1,5,3,4,5,4,6,3,21,15,5150
2,3,1,1,2,6,2,1,2,1,1,5,1,5,6,4,2,5,5,1,2,3,4,6,5,6,4,1,3,2,7,1,4150
2,1,5,1,3,5,2,2,1,1,6,3,5,2,2,1,1,6,4,4,3,6,3,6,5,6,1,1,5,4,7,1,5100
3,2,1,1,2,2,1,3,1,3,3,2,2,3,1,3,3,1,3,1,1,1,3,3,2,3,1,1,3,3,16,17,6150
5,6,3,2,2,3,3,4,2,3,5,2,4,6,6,2,6,3,4,6,5,2,4,6,5,3,1,5,3,4,29,28,4100
1,3,1,1,6,1,3,1,3,6,3,3,6,1,1,3,1,1,6,6,6,3,3,1,1,3,1,3,3,1,9,15,7200
6,4,1,5,3,3,4,3,3,5,4,4,5,6,6,6,4,5,5,1,5,6,4,4,2,2,6,3,1,4,7,13,4150
2,3,3,5,4,1,1,5,5,2,2,1,5,1,6,3,5,3,1,2,2,1,6,4,5,2,1,6,1,5,9,15,5150
3,2,3,6,1,1,2,1,6,1,2,2,2,6,2,4,3,1,3,6,6,4,1,1,2,2,4,6,1,4,15,9,6250
4,5,4,1,3,3,6,6,4,6,1,2,6,1,6,5,1,6,6,4,5,1,4,3,4,2,3,4,5,4,9,3,5100
2,6,4,5,3,2,6,4,3,6,2,4,5,6,4,6,2,1,5,3,2,4,1,6,1,1,2,6,2,4,25,19,4100
5,5,4,4,6,1,6,3,4,1,4,2,5,5,2,2,2,6,5,5,2,3,4,6,4,3,1,2,5,4,4,3,4150
4,4,5,5,5,5,1,4,1,2,4,1,1,2,2,2,2,4,4,4,2,1,2,2,2,5,5,4,1,2,7,8,7150
6,2,4,1,3,5,1,1,3,3,1,2,4,1,2,5,2,2,5,3,2,1,4,2,4,6,2,4,3,4,5,4,5150
3,2,6,4,3,3,4,3,2,3,4,2,2,2,2,4,3,3,3,2,4,6,6,3,6,2,6,2,6,6,15,9,5200
5,4,3,2,5,2,6,3,4,5,5,6,2,4,2,4,3,6,4,6,4,2,2,3,2,5,6,6,2,3,8,2,4200
5,1,2,1,6,2,4,5,6,5,6,3,4,3,3,2,1,6,5,1,4,4,5,2,1,3,1,4,2,3,-1,19,4200
4,3,3,6,3,5,5,6,2,3,3,6,1,1,4,3,2,5,2,6,3,2,4,4,6,5,1,5,5,2,-1,2,5100
1,3,3,3,3,2,3,6,1,3,6,6,6,1,3,5,3,5,2,3,3,1,2,5,1,5,5,2,1,3,20,19,4100
2,2,6,2,3,2,3,4,1,2,2,1,2,6,4,3,1,4,4,5,1,2,6,2,2,2,6,1,4,6,21,27,3150
3,6,6,5,6,3,5,6,6,5,5,6,3,3,5,6,6,5,3,6,5,6,5,6,3,3,6,3,5,5,22,23,7150
3,3,3,1,2,4,2,4,1,4,3,3,5,2,1,4,3,5,5,4,2,6,2,3,3,4,5,3,5,1,21,27,4100
1,1,3,3,3,1,3,3,1,3,1,3,1,3,1,1,1,3,1,3,3,3,3,3,1,3,3,3,1,3,16,17,7150
1,3,1,4,3,3,4,3,1,4,3,1,3,3,4,3,1,1,4,4,3,1,4,1,1,4,4,1,1,1,28,29,6200
1,6,6,6,6,1,6,1,6,6,6,6,6,1,6,6,6,1,1,1,1,1,1,1,6,6,6,1,6,1,7,6,6050
5,6,6,6,4,4,5,3,3,3,4,5,3,1,3,2,3,5,3,2,3,5,2,4,1,5,2,1,6,4,16,15,5100
6,6,5,1,1,1,3,5,1,5,3,1,6,6,6,1,5,3,1,1,6,5,3,5,1,5,3,6,5,1,15,9,6200
6,4,2,4,6,4,5,4,4,6,2,6,1,1,4,1,4,4,3,2,1,6,3,1,1,1,1,5,4,1,15,9,5150
2,6,4,4,3,4,5,6,4,4,1,3,2,4,2,3,5,6,3,2,1,4,1,3,1,6,6,1,2,4,25,24,4150
5,4,5,3,4,3,5,4,4,5,5,5,3,5,5,4,5,3,4,5,3,5,3,3,3,4,5,4,3,3,29,23,8200
3,4,1,1,4,1,3,6,3,5,2,1,2,3,6,6,4,2,3,4,5,1,2,3,2,2,6,6,3,3,27,26,3150
4,1,5,6,1,6,3,5,6,2,4,4,4,6,2,2,6,1,1,5,6,2,6,5,1,3,3,2,3,4,14,13,5100
3,6,5,3,3,3,5,5,6,5,5,5,3,3,5,3,6,3,3,6,5,5,3,5,6,6,3,3,5,6,18,12,7200
2,5,4,5,6,5,6,2,2,4,4,5,2,5,4,2,4,6,6,5,6,6,5,6,6,5,6,4,5,4,14,20,7250
2,5,4,1,1,4,1,2,1,2,2,1,5,1,5,5,2,5,4,5,4,1,2,2,4,5,4,1,1,1,4,3,7150
2,3,3,5,5,5,3,2,3,1,3,3,4,5,2,3,2,4,4,4,1,4,3,4,2,5,2,5,2,5,26,27,5200
5,1,1,5,5,5,1,1,1,1,1,5,1,5,5,5,5,5,1,1,5,1,1,1,1,5,1,5,5,5,22,28,8200
3,3,6,5,5,2,2,3,1,6,2,4,2,6,3,6,5,3,6,6,2,1,6,5,3,6,3,3,4,3,1,2,5200
3,1,5,3,4,1,1,6,6,6,6,3,4,2,4,5,4,6,6,4,2,4,5,2,6,1,6,5,2,6,9,3,5100
3,4,5,2,1,3,3,4,3,5,4,2,4,3,2,5,5,6,3,3,6,1,1,1,2,3,6,3,1,2,15,9,5150
2,2,2,3,3,5,1,2,6,1,6,2,2,6,3,5,5,6,6,3,1,3,5,6,5,6,2,3,3,1,28,22,5150
4,2,1,5,4,1,1,6,3,5,1,6,6,3,4,3,5,6,3,4,2,1,3,2,6,6,5,1,4,1,22,21,5100
4,3,3,6,6,4,4,2,3,6,1,6,5,5,2,3,5,6,4,3,1,5,2,3,3,6,5,6,6,6,10,16,6100
2,4,3,3,3,3,2,3,4,2,2,4,2,4,4,3,3,3,2,3,3,2,3,4,4,2,4,4,4,4,13,7,8250
1,2,5,1,3,3,1,1,5,6,3,1,3,3,4,4,3,2,3,1,2,4,2,5,1,5,2,2,2,2,24,25,6100
4,5,5,2,5,5,2,4,2,4,5,5,2,4,4,4,2,2,4,4,5,2,2,4,2,5,5,2,2,4,25,19,7200
3,6,3,1,6,3,6,3,5,1,1,1,5,6,6,5,3,5,5,3,1,3,1,5,5,6,1,5,5,5,-1,12,7150
3,2,4,4,2,4,1,5,1,1,2,4,1,5,5,1,1,4,1,5,3,4,5,3,1,2,2,1,4,2,25,19,6250
4,4,3,4,4,3,4,3,4,3,2,3,2,4,3,3,3,4,2,4,3,2,4,4,4,4,3,2,2,2,4,5,7200
1,3,6,5,2,6,2,1,6,5,6,4,2,2,5,2,3,3,2,6,4,5,4,6,3,4,3,5,1,6,7,6,3150
2,4,2,3,4,2,4,6,6,5,1,5,2,6,6,5,2,5,5,5,6,4,1,1,3,6,3,4,5,6,28,22,4200
4,6,4,5,2,6,6,2,2,5,2,6,4,2,5,6,2,6,4,3,3,6,6,3,4,4,3,4,3,6,26,20,8150
6,5,1,5,6,5,5,1,5,6,6,5,6,5,5,1,6,5,6,5,5,1,5,5,1,5,6,5,1,5,28,27,8150
2,1,3,3,3,2,3,3,2,3,1,2,2,1,3,1,1,1,2,3,2,2,1,3,3,2,1,2,3,1,5,11,6200
2,4,5,2,6,5,6,2,2,1,4,2,5,6,4,1,1,5,2,3,5,5,1,4,1,5,5,6,3,4,-1,17,4200
5,3,3,2,5,3,2,2,3,2,3,5,3,1,5,1,5,3,1,5,1,1,5,1,3,1,3,3,5,5,12,18,7250
3,3,3,1,1,3,3,6,3,6,6,2,6,6,1,2,2,5,5,2,2,1,3,6,3,5,6,6,3,6,9,8,6150
6,2,3,2,1,5,1,2,4,3,3,1,4,5,2,2,2,6,1,3,1,4,1,6,2,2,5,2,5,1,23,29,4150
4,1,3,4,3,4,3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,1,4,4,1,3,1,25,26,6200
5,1,5,2,3,5,6,4,3,6,4,5,4,4,4,1,2,4,5,1,3,1,3,4,4,1,1,4,4,3,3,4,5150
6,1,1,5,6,4,6,1,2,1,5,4,4,3,4,5,3,6,3,2,4,6,5,5,3,1,4,4,1,3,17,23,4100
4,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,4,10,16,7200
6,6,6,2,6,6,6,6,6,2,6,6,6,2,2,2,6,2,6,6,2,6,6,6,6,6,2,2,2,6,19,18,8100
6,5,5,1,3,3,1,1,1,5,6,6,6,6,6,1,3,5,5,6,5,3,5,3,6,1,1,5,3,1,28,22,7150
1,6,5,2,2,1,4,2,1,2,3,1,3,5,6,4,6,6,3,5,3,6,6,4,1,3,4,4,3,6,22,28,4150
6,2,6,3,3,6,1,3,5,5,2,4,6,2,3,2,1,2,4,5,2,1,5,2,5,6,6,6,5,3,14,20,5150
5,2,1,6,2,1,6,2,5,4,1,6,6,6,3,3,6,3,2,5,5,6,6,3,2,2,2,1,1,4,1,0,5200
5,3,6,1,2,2,3,5,3,4,4,5,6,6,1,3,2,3,3,4,2,5,4,3,3,4,3,5,4,1,0,1,4200
3,1,3,3,5,6,4,6,5,6,4,5,4,3,5,1,4,2,3,6,6,4,5,5,1,3,5,6,3,2,19,18,4150
6,6,4,5,6,6,3,2,3,1,3,6,6,2,2,3,4,1,2,4,5,3,3,1,2,5,2,1,5,2,16,22,4200
6,1,3,1,2,2,4,3,2,6,3,2,6,1,5,2,4,2,4,2,1,2,3,4,3,1,2,2,2,4,14,15,5150
4,2,2,6,6,2,6,5,2,2,6,2,2,5,6,2,6,4,2,4,4,4,5,2,2,5,2,5,2,5,14,8,8250
2,4,4,6,4,2,2,6,4,3,4,6,2,4,2,5,2,5,3,5,6,5,2,5,3,6,5,5,3,6,19,20,6100
1,4,6,5,6,5,1,6,6,4,5,1,2,5,4,1,6,2,5,6,6,4,6,5,4,5,6,2,6,4,15,14,5150
6,2,3,1,6,2,5,1,6,4,6,1,6,5,3,3,1,1,5,6,1,1,6,1,1,6,6,3,5,4,8,7,6100
6,5,4,6,5,4,5,6,4,6,6,4,6,1,6,5,1,6,1,1,5,2,6,6,2,4,4,5,6,4,14,20,6150
2,3,5,1,4,6,6,4,2,2,5,6,5,3,3,3,5,4,2,3,1,5,2,4,2,2,5,2,1,3,22,16,4200
2,2,6,2,6,2,2,6,2,6,2,6,2,2,2,2,6,6,2,2,2,6,2,6,2,6,6,6,6,2,7,6,7200
2,1,2,1,5,5,5,1,2,5,4,4,4,5,4,2,1,1,4,5,4,5,2,4,4,2,2,1,5,4,15,9,7150
4,5,3,3,1,4,6,3,3,1,1,6,3,5,6,6,6,1,1,5,3,6,4,3,3,3,1,1,4,4,14,20,7100
6,2,1,3,3,3,2,6,6,2,2,2,1,3,1,6,6,3,6,2,3,6,1,6,1,3,3,6,3,1,27,28,7100
2,1,4,4,3,4,1,4,6,1,2,5,4,6,1,1,5,2,5,5,3,4,4,4,2,4,3,2,5,2,15,9,4200
3,4,1,3,3,4,2,6,2,1,2,2,2,5,4,1,5,6,6,2,1,4,1,3,4,3,2,5,5,2,25,19,5100
6,4,1,1,6,1,3,4,2,2,4,3,1,5,4,3,6,4,2,4,6,5,2,4,3,2,4,1,3,4,13,12,4100
5,6,5,3,1,6,1,4,3,2,4,3,4,4,1,4,1,1,4,5,3,4,3,5,3,1,5,3,1,3,25,19,5200
1,1,2,2,1,5,1,5,5,2,2,1,1,2,5,5,2,2,2,5,2,2,1,1,2,2,5,1,1,1,25,19,8150
5,2,6,2,1,2,5,1,3,1,5,2,2,6,1,2,1,6,3,2,5,6,3,1,2,2,2,5,2,6,3,4,4150
2,2,4,2,4,4,2,2,4,2,4,2,4,4,2,4,2,4,2,4,4,2,2,2,4,4,2,4,4,2,16,15,8250
3,1,4,4,3,6,5,1,2,1,6,1,2,4,2,4,5,4,5,6,2,6,3,4,4,2,4,5,5,3,1,7,3150
2,1,2,5,3,1,2,5,2,3,3,3,6,6,2,1,2,3,6,6,1,5,5,3,4,3,5,3,4,1,13,7,5150
5,1,2,3,2,5,2,2,4,2,3,1,2,5,3,2,3,3,3,4,2,4,3,2,5,6,2,1,1,5,1,0,5200
